Serial number: 1604210U1
Readable name: Spectrometer Polarimetry
Number of Recorded Spectra: 1000
Integration time: 10.00 ms
Number of averages: 0.0
Frequency: 2.00 Hz
Number of Wavelenths: 1430
FFT Analysis on: Di Okt 17 11:21:22 2017

Wavelength 	 	DC Amplitude 	 	W Amplitude 	2W Amplitude 	W/2W 
277.3000		13380.000000		2412.355535		1686.43652		1.43045		
277.9000		12454.000000		2530.157580		1618.68723		1.56309		
278.5000		13480.000000		1610.923036		281.08092		5.73117		
279.1000		11614.000000		2701.752864		547.66147		4.93325		
279.7000		13121.000000		1589.762344		1091.21746		1.45687		
280.3000		14515.000000		2113.010502		1099.39936		1.92197		
280.9000		13438.000000		2737.981415		1614.63061		1.69573		
281.5000		11484.000000		1973.892883		1274.27143		1.54904		
282.1000		13245.000000		2043.713067		1318.44236		1.55010		
282.7000		13204.000000		2137.959770		1214.86876		1.75983		
283.3000		15663.000000		1553.111024		1008.20165		1.54048		
283.9000		11805.000000		2361.938249		1249.07486		1.89095		
284.5000		13126.000000		2096.923623		888.80938		2.35925		
285.1000		13615.000000		2530.737874		454.49686		5.56822		
285.7000		12922.000000		2018.072322		1125.33266		1.79331		
286.3000		13391.000000		2015.715016		1178.51622		1.71038		
286.9000		14871.000000		1625.914692		1182.46773		1.37502		
287.5000		11722.000000		2144.423459		472.64975		4.53702		
288.1000		16425.000000		1262.583478		997.35662		1.26593		
288.7000		13185.000000		3181.881391		1183.66864		2.68815		
289.3000		14978.000000		2954.632910		1185.43739		2.49244		
289.9000		12831.000000		2239.508851		1289.02098		1.73737		
290.5000		14441.000000		2540.106605		1421.20357		1.78729		
291.1000		13332.000000		2325.877449		815.07406		2.85358		
291.7000		12986.000000		2605.023589		1211.16255		2.15085		
292.3000		13055.000000		2695.228165		1840.63041		1.46430		
292.9000		14709.000000		1159.364774		943.96965		1.22818		
293.5000		13070.000000		1973.883037		891.19856		2.21486		
294.1000		14450.000000		2218.030266		1369.08345		1.62008		
294.7000		12736.000000		2104.787475		12.25684		171.72350		
295.3000		12966.000000		1664.210115		1135.45743		1.46567		
295.9000		13819.000000		2960.802829		1598.32829		1.85244		
296.5000		13203.000000		1761.289474		1825.63026		0.96476		
297.1000		13413.000000		2710.450303		1097.39801		2.46989		
297.7000		13774.000000		2542.876574		243.71961		10.43361		
298.3000		13001.000000		2184.645742		37.30460		58.56237		
298.9000		13953.000000		2386.880392		1558.09638		1.53192		
299.5000		13446.000000		2456.131551		1107.97103		2.21678		
300.1000		12378.000000		1949.516672		2086.15254		0.93450		
300.7000		12581.000000		1400.604972		1616.90287		0.86623		
301.3000		13870.000000		2029.698005		1453.42500		1.39649		
301.9000		12393.000000		2923.502127		65.87161		44.38182		
302.5000		13194.000000		1697.478549		978.10151		1.73548		
303.1000		11587.000000		2484.082771		747.85546		3.32161		
303.7000		12190.000000		2529.084103		1888.38938		1.33928		
304.3000		12217.000000		1871.326220		869.07812		2.15323		
